Id,MatchId,PlayerId,Average,CheckoutPercentage,Total180s,Total140s,HighestCheckout,LegsWon,SetsWon
1190,595,24,87.13,36.36,1,8,44,4,null
1191,596,17,93.66,47.06,3,11,116,8,null
1192,596,14,91.36,28.57,4,10,60,4,null
1193,597,2,98.11,60,4,11,100,6,null
1194,597,4,95.25,83.33,2,8,110,5,null
1195,598,23,92.28,30,3,10,69,6,null
1196,598,7,87.43,33.33,2,6,92,3,null
1197,599,1,107.46,33.33,4,15,52,5,null
1198,599,8,99.43,42.86,4,6,102,6,null
1199,600,9,97.97,66.67,3,8,69,4,null
1200,600,3,95.79,54.55,2,6,130,6,null
1201,601,2,96.56,35.29,7,14,52,6,null
1202,601,23,98.16,50,3,8,77,5,null
1203,602,8,80.64,18.75,2,5,110,3,null
1204,602,3,91.98,27.27,5,9,118,6,null
1205,603,2,102.50,46.15,2,11,120,6,null
1206,603,3,94.31,50,1,10,76,4,null
1207,604,28,88.02,11.76,1,6,50,2,null
1208,604,56,87.90,35.29,3,9,60,6,null
1209,605,25,92.96,17.65,5,8,90,3,null
1210,605,183,95.85,42.86,3,9,104,6,null
1211,606,31,88.64,46.15,1,5,110,6,null
1212,606,192,93.35,13.04,3,8,38,3,null
1213,607,14,108.65,60,4,9,83,6,null
1214,607,187,96.63,0,1,3,0,0,null
1215,608,26,100.47,42.86,4,15,75,6,null
1216,608,40,96.13,26.32,7,15,105,5,null
1217,609,39,86.50,23.08,2,8,68,6,null
1218,609,73,75.58,8.7,4,6,32,2,null
1219,610,33,87.63,30,2,6,88,6,null
1220,610,185,78.32,25,0,4,24,2,null
1221,611,24,97.07,50,3,10,68,3,null
1222,611,142,92.76,66.67,2,10,156,6,null
1223,612,47,87.65,18.18,2,7,41,2,null
1224,612,32,95.05,75,2,6,106,6,null
1225,613,17,94.26,50,1,8,97,6,null
1226,613,41,87.72,37.5,1,5,80,3,null
1227,614,20,85.80,5.88,3,7,40,1,null
1228,614,44,87.96,33.33,0,5,100,6,null
1229,615,30,93.94,42.86,2,5,108,6,null
1230,615,201,76.56,0,0,1,0,0,null
1231,616,19,86.17,24,1,9,121,6,null
1232,616,101,85.48,80,2,7,99,4,null
1233,617,18,90.35,33.33,1,6,99,6,null
1234,617,82,87.78,33.33,0,5,20,3,null
1235,618,38,93.44,60,1,5,80,6,null
1236,618,202,92.26,21.43,1,10,85,3,null
1237,619,35,94.31,33.33,2,13,98,6,null
1238,619,34,96.32,20,4,8,78,3,null
1239,620,1,98.80,42.86,3,8,120,6,null
1240,620,56,89.70,14.29,1,5,40,1,null
1241,621,21,88.03,60,2,4,74,6,null
1242,621,183,89.62,50,1,6,80,5,null
1243,622,7,98.65,26.67,4,8,56,4,null
1244,622,31,96.37,46.15,1,9,157,6,null
1245,623,13,92.40,30,3,7,90,3,null
1246,623,14,91.92,66.67,1,5,82,6,null
1247,624,6,92.77,41.67,1,10,160,5,null
1248,624,26,92.71,37.5,3,11,80,6,null
1249,625,15,89.69,42.86,2,7,135,6,null
1250,625,39,91.91,25,3,11,81,5,null
1251,626,4,101.14,12.5,4,13,40,2,null
1252,626,33,98.54,85.71,4,9,81,6,null
1253,627,16,105.34,50,5,13,136,6,null
1254,627,142,94.74,57.14,1,8,130,4,null
1255,628,3,89.52,60,1,6,69,3,null
1256,628,32,101.34,42.86,5,10,117,6,null
1257,629,12,93.78,36.36,3,10,71,4,null
1258,629,17,92.71,30,3,6,45,6,null
1259,630,23,88.36,22.22,1,5,35,2,null
1260,630,44,96.99,50,3,10,96,6,null
1261,631,5,91.85,60,2,8,97,6,null
1262,631,30,94.14,40,1,6,97,4,null
1263,632,9,96.74,35.29,2,9,127,6,null
1264,632,19,100.55,17.65,5,14,36,3,null
1265,633,11,110.16,28.57,9,18,81,6,null
1266,633,18,99.43,83.33,0,7,142,5,null
1267,634,10,89.16,28.57,3,7,86,2,null
1268,634,38,96.20,60,2,5,78,6,null
1269,635,8,98.78,50,3,9,116,5,null
1270,635,35,97.81,42.86,0,11,40,6,null
1271,636,1,100.77,55.56,3,14,81,5,null
1272,636,21,106.53,54.55,4,10,122,6,null
1273,637,31,98.91,54.55,2,7,132,6,null
1274,637,14,98.98,33.33,3,9,82,3,null
1275,638,26,110.77,46.15,5,13,84,6,null
1276,638,15,104.03,50,3,9,102,3,null
1277,639,33,98.27,55.56,2,15,72,5,null
1278,639,16,99.71,37.5,5,18,115,6,null
1279,640,32,111.66,75,6,10,86,6,null
1280,640,17,93.26,28.57,2,5,32,2,null
1281,641,44,82.97,50,2,4,40,2,null
1282,641,5,86.75,37.5,1,9,120,6,null
1283,642,9,85.66,12.5,2,8,82,3,null
1284,642,11,94.37,26.09,6,14,84,6,null
1285,643,38,102.91,37.5,6,12,94,6,null
1286,643,35,97.59,62.5,2,13,96,5,null
1287,644,21,98.08,41.67,1,9,74,5,null
1288,644,31,98.04,35.29,7,15,110,6,null
1289,645,26,95.50,66.67,2,10,121,6,null
1290,645,16,95.59,8.33,4,9,96,1,null
1291,646,32,94.47,46.15,4,9,170,6,null
1292,646,5,90.57,38.46,1,8,80,5,null
1293,647,38,86.53,38.46,2,7,64,5,null
1294,647,11,87.88,42.86,0,9,80,6,null
1295,648,31,84.89,25,2,4,56,3,null
1296,648,26,88.71,38.89,1,10,160,7,null
1297,649,11,106.22,46.67,3,9,76,7,null
1298,649,32,93.56,25,6,9,112,2,null
1299,650,11,92.49,57.14,0,6,141,8,null
1300,650,26,85.59,0,1,6,0,0,null
1301,651,9,88.76,26.32,3,7,64,5,null
1302,651,8,94.16,30,2,11,112,6,null
1303,652,23,95.81,28.57,2,10,164,4,null
1304,652,2,91.91,42.86,1,8,78,6,null
1305,653,3,92.08,57.14,2,7,90,4,null
1306,653,1,98.89,37.5,4,8,57,6,null
1307,654,4,97.46,40,4,14,121,6,null
1308,654,7,99.43,50,4,11,58,5,null
1309,655,8,97.82,33.33,2,5,135,3,null
1310,655,2,104.29,54.55,2,13,153,6,null
1311,656,1,91.94,40,1,8,87,6,null
1312,656,4,95.70,21.05,2,12,98,4,null
1313,657,2,99.89,45.45,5,13,96,5,null
1314,657,1,100.96,46.15,5,13,96,6,null
1315,658,3,97.52,42.86,2,6,65,3,null
1316,658,23,97.20,42.86,4,11,140,6,null
1317,659,8,91.56,33.33,4,6,141,4,null
1318,659,4,94.82,28.57,2,13,76,6,null
1319,660,7,107.08,54.55,5,13,87,6,null
1320,660,9,100.42,25,1,10,32,2,null
1321,661,2,115.96,75,5,14,144,6,null
1322,661,1,110.01,37.5,9,14,57,3,null
1323,662,23,94.19,42.86,4,8,86,6,null
1324,662,4,95.63,10,1,9,6,1,null
1325,663,7,97.89,50,5,12,101,6,null
1326,663,2,101.44,26.32,8,14,130,5,null
1327,664,23,92.77,40,4,8,89,6,null
1328,664,7,98.39,8.33,3,7,84,1,null
1329,665,2,114.37,100,2,9,127,6,null
1330,665,4,94.14,50,2,7,46,1,null
1331,666,23,98.72,60,3,7,124,6,null
1332,666,3,88.72,22.22,2,7,49,2,null
1333,667,1,97.41,37.5,3,13,96,6,null
1334,667,9,95.91,80,3,9,82,4,null
1335,668,8,103.96,35.71,1,10,132,5,null
1336,668,7,108.91,40,8,13,100,6,null
1337,669,2,98.42,85.71,3,10,128,6,null
1338,669,23,96.42,40,2,8,93,4,null
1339,670,1,106.04,60,3,10,86,6,null
1340,670,7,98.18,28.57,2,7,114,2,null
1341,671,2,96.99,54.55,2,7,170,6,null
1342,671,1,92.93,37.5,3,5,120,3,null
1343,672,33,93.39,54.55,4,11,88,6,null
1344,672,102,93.16,26.32,1,8,127,5,null
1345,673,24,84.39,25,1,9,56,6,null
1346,673,119,85.57,22.73,1,8,40,5,null
1347,674,18,88.13,31.25,4,10,84,5,null
1348,674,181,100.86,42.86,5,13,146,6,null
1349,675,28,81.12,42.86,0,7,92,6,null
1350,675,50,86.69,3,8,92,5,null
1351,676,31,84.86,21.43,3,6,46,3,null
1352,676,101,87.43,32.43,4,15,70,6,null
1353,677,35,97.63,54.55,5,8,80,6,null
1354,677,203,84.72,38.46,0,7,74,5,null
1355,678,26,84.72,25,1,3,74,2,null
1356,678,204,92.19,40,4,8,66,6,null
1357,679,44,96.46,44.44,4,12,98,4,null
1358,679,68,99.76,60,3,10,121,6,null
1359,680,19,94.70,33.33,3,8,61,5,null
1360,680,43,94.52,33.33,3,11,121,6,null
1361,681,30,82.69,6.25,2,4,52,1,null
1362,681,63,89.45,60,0,4,86,6,null
1363,682,32,103.66,37.5,4,10,164,6,null
1364,682,200,85.61,0,0,3,0,0,null
1365,683,39,97.91,31.58,6,15,83,6,null
1366,683,78,90.44,31.25,1,10,53,5,null
1367,684,25,94.49,33.33,3,10,135,3,null
1368,684,72,99.43,37.5,3,8,109,6,null
1369,685,38,96.84,50,0,5,120,6,null
1370,685,70,88.18,40,1,4,81,2,null
1371,686,27,90.02,30,1,9,122,6,null
1372,686,177,84.93,22.22,2,11,48,4,null
1373,687,29,96.14,50,2,6,61,6,null
1374,687,75,91.89,25,1,6,10,1,null
1375,688,1,105.76,40,6,16,121,6,null
1376,688,33,97.08,33.33,7,12,81,5,null
1377,689,21,98.23,40,5,11,106,6,null
1378,689,24,95.56,25,2,9,124,5,null
1379,690,47,97.73,31.58,4,10,84,6,null
1380,690,181,91.74,60,1,6,54,3,null
1381,691,13,99.10,50,2,9,94,5,null
1382,691,28,94.89,40,2,8,102,6,null
1383,692,6,99.98,46.15,1,10,110,6,null
1384,692,101,92.46,28.57,3,7,40,2,null
1385,693,14,99.40,46.15,3,12,116,6,null
1386,693,35,84.85,20,1,3,36,2,null
1387,694,10,100.06,75,0,11,113,6,null
1388,694,200,95.21,60,3,6,114,3,null
1389,695,15,98.12,50,1,7,132,6,null
1390,695,68,95.53,18.18,1,7,32,2,null
1391,696,20,99.87,66.67,6,10,60,6,null
1392,696,63,99.50,30.77,1,9,40,4,null
1393,697,5,95.83,27.27,2,4,36,3,null
1394,697,32,98.68,60,2,8,170,6,null
1395,698,16,82.62,33.33,0,3,40,1,null
1396,698,39,96.53,60,1,6,111,6,null
1397,699,4,89.57,35.71,2,11,84,5,null
1398,699,72,91.90,35.29,1,11,100,6,null
1399,700,17,102.72,50,5,11,74,6,null
1400,700,38,97.63,36.36,2,7,114,4,null
1401,701,7,97.02,29.41,5,11,116,5,null
1402,701,27,97.56,40,1,11,80,6,null
1403,702,12,91.16,25,4,12,40,4,null
1404,702,29,93.26,40,1,7,50,6,null
1405,703,1,104.86,66.67,3,6,108,6,null
1406,703,21,88.70,0,1,3,0,0,null
1407,704,47,97.12,54.55,3,7,105,6,null
1408,704,28,94.81,23.08,5,9,88,3,null
1409,705,6,89.60,50,3,9,111,6,null
1410,705,14,94.73,33.33,6,11,96,5,null
1411,706,10,90.33,27.78,2,9,105,5,null
1412,706,15,94.96,30,1,12,115,6,null
1413,707,43,78.26,0,0,4,0,0,null
1414,707,20,91.09,42.86,1,4,100,6,null
1415,708,32,97.89,41.67,4,9,75,5,null
1416,708,39,99.45,60,4,12,143,6,null
1417,709,72,102.84,50,1,8,170,6,null
1418,709,17,88.38,25,2,7,164,2,null
1419,710,27,99.48,38.46,4,10,92,5,null
1420,710,29,99.93,54.55,4,11,87,6,null
1421,711,1,108.72,50,3,10,100,6,null
1422,711,47,95.44,60,2,5,70,3,null
1423,712,6,106.85,40,7,17,141,6,null
1424,712,15,107.19,66.67,3,12,99,4,null
1425,713,20,101.43,33.33,2,8,87,1,null
1426,713,39,102.22,50,1,10,121,6,null
1427,714,72,107.56,50,5,11,98,6,null
1428,714,29,97.03,66.67,0,6,72,2,null
1429,715,1,99.80,35.71,5,14,100,5,null
1430,715,6,98.08,50,6,11,81,7,null
1431,716,39,87.77,75,0,4,80,3,null
1432,716,72,103.00,77.78,2,8,127,7,null
1433,717,6,98.69,44.44,3,12,91,8,null
1434,717,72,98.54,50,2,10,93,6,null
1435,718,2,104.64,34.48,6,22,128,10,null
1436,718,8,95.37,43.75,4,17,132,7,null
1437,719,1,105.81,43.48,7,22,90,10,null
1438,719,23,101.76,63.64,6,19,124,7,null
1439,720,2,100.29,29.63,10,18,83,8,null
1440,720,1,97.86,29.73,5,20,130,11,null
1441,721,31,94.49,60,2,4,130,6,null
1442,721,205,91.44,18.18,3,7,40,2,null
1443,722,27,97.06,37.5,2,12,51,6,null
1444,722,49,91.55,28.57,0,7,126,2,null
1445,723,46,83.81,20,0,5,48,3,null
1446,723,127,90.68,46.15,2,9,68,6,null
1447,724,39,94.37,46.15,2,12,66,6,null
1448,724,37,89.84,37.5,2,7,108,3,null
1449,725,32,80.58,8.33,3,5,38,1,null
1450,725,72,88.49,54.55,1,5,88,6,null
1451,726,26,97.28,37.5,1,11,40,6,null
1452,726,188,77.49,50,1,2,32,1,null
1453,727,30,91.85,31.25,0,9,120,5,null
1454,727,73,93.13,46.15,2,8,118,6,null
1455,728,29,89.88,42.86,3,8,70,6,null
1456,728,206,80.65,33.33,1,3,118,2,null
1457,729,25,96.97,35.29,3,9,85,6,null
1458,729,207,77.55,0,0,2,0,0,null
1459,730,24,95.04,42.86,1,9,146,6,null
1460,730,45,85.26,60,1,5,151,3,null
1461,731,33,93.80,27.27,4,13,76,6,null
1462,731,50,94.90,33.33,1,6,64,4,null
1463,732,28,90.99,46.15,0,5,120,6,null
1464,732,191,81.17,66.67,0,6,76,2,null
1465,733,47,88.12,23.81,3,10,70,5,null
1466,733,43,89.33,24,1,10,80,6,null
1467,734,35,92.84,14.29,2,13,80,3,null
1468,734,158,94.44,42.86,1,8,170,6,null
1469,735,44,89.17,38.46,3,12,57,5,null
1470,735,70,89.15,40,1,9,147,6,null
1471,736,55,82.93,42.86,1,4,92,6,null
1472,736,53,88.85,16.67,3,11,62,4,null
1473,737,4,100.88,37.5,2,14,56,6,null
1474,737,31,94.31,33.33,3,8,85,3,null
1475,738,18,102.93,40,2,9,47,2,null
1476,738,27,107.20,100,3,11,104,6,null
1477,739,16,91.56,30,2,10,119,6,null
1478,739,127,92.75,35.71,4,8,80,5,null
1479,740,11,95.05,23.53,4,6,103,4,null
1480,740,39,89.07,28.57,1,7,32,6,null
1481,741,7,91.27,20.69,5,13,72,6,null
1482,741,72,91.61,26.32,5,11,87,5,null
1483,742,20,89.74,35.71,2,11,118,5,null
1484,742,26,88.88,26.09,3,14,54,6,null
1485,743,23,89.59,23.08,4,10,132,6,null
1486,743,73,85.82,25,0,10,78,4,null
1487,744,17,92.58,30.77,2,7,127,4,null
1488,744,29,95.45,30,3,11,126,6,null
1489,745,6,98.45,31.58,7,10,100,6,null
1490,745,25,99.02,40,7,11,125,4,null
1491,746,19,101.39,37.5,3,8,92,6,null
1492,746,24,88.79,33.33,0,6,101,3,null
1493,747,13,95.05,41.67,5,8,99,5,null
1494,747,33,96.15,66.67,4,10,128,6,null
1495,748,15,89.92,66.67,0,7,64,2,null
1496,748,28,102.82,40,4,8,56,6,null
1497,749,10,92.98,28.57,5,11,87,6,null
1498,749,43,85.39,25,2,7,108,2,null
1499,750,21,91.90,33.33,1,6,40,1,null
1500,750,158,106.00,60,2,13,126,6,null
1501,751,5,95.94,31.58,5,10,150,6,null
1502,751,70,89.31,0,0,5,0,0,null
1503,752,14,92.20,20,5,7,41,2,null
1504,752,55,94.28,60,3,5,81,6,null
1505,753,4,99.49,25,6,15,90,6,null
1506,753,27,91.69,41.67,1,12,71,5,null
1507,754,16,92.00,40,2,11,89,4,null
1508,754,39,96.28,40,2,9,121,6,null
1509,755,7,110.84,75,4,13,170,6,null
1510,755,26,100.27,42.86,2,11,81,3,null
1511,756,23,92.42,42.86,3,7,80,6,null
1512,756,29,91.78,50,4,8,76,3,null
1513,757,6,98.02,42.86,3,5,94,6,null
1514,757,19,86.00,0,1,3,0,0,null
1515,758,33,93.86,37.5,5,10,110,6,null
1516,758,28,97.18,33.33,2,10,81,3,null
1517,759,10,97.64,50,2,10,104,6,null
1518,759,158,91.58,50,3,9,111,4,null
1519,760,5,96.48,25,3,11,40,3,null
1520,760,55,95.25,60,5,8,91,6,null
1521,761,4,92.86,29.41,2,11,94,5,null
1522,761,39,89.88,46.15,2,6,122,6,null
1523,762,7,94.55,29.41,3,11,98,5,null
1524,762,23,94.36,30,5,15,74,6,null
1525,763,33,84.89,25,2,7,52,3,null
1526,763,6,88.41,35.29,0,9,160,6,null
1527,764,55,95.19,45.45,3,8,124,5,null
1528,764,10,96.22,35.29,3,9,107,6,null
1529,765,23,103.10,38.89,5,15,140,7,null
1530,765,39,99.36,50,2,15,101,6,null
1531,766,10,102.51,70,3,8,107,7,null
1532,766,6,102.09,25,3,12,121,3,null
1533,767,10,97.17,50,2,12,140,6,null
1534,767,23,100.43,30.77,7,21,64,8,null
1535,768,52,82.94,28.57,0,5,52,2,null
1536,768,7,90.25,26.09,3,4,90,6,null
1537,769,8,100.43,40,3,8,81,6,null
1538,769,162,87.70,50,2,5,90,3,null
1539,770,9,93.91,42.86,0,10,92,6,null
1540,770,158,88.22,36.36,2,8,126,4,null
1541,771,1,97.50,35.29,2,13,125,6,null
1542,771,46,93.61,45.45,1,8,120,5,null
1543,772,23,90.18,54.55,1,7,138,6,null
1544,772,94,82.94,0,1,3,0,0,null
1545,773,2,90.19,46.15,2,8,91,6,null
1546,773,166,80.32,23.08,0,3,38,3,null
1547,774,4,91.76,37.5,5,13,80,6,null
1548,774,155,82.10,60,0,5,118,3,null
1549,775,6,97.36,28.57,5,15,170,6,null
1550,775,99,87.53,31.25,0,6,154,5,null
1551,776,4,97.48,66.67,5,10,146,6,null
1552,776,6,91.30,37.5,2,6,80,3,null
1553,777,2,100.33,42.86,3,11,78,3,null
1554,777,23,99.58,60,2,9,92,6,null
1555,778,9,93.94,66.67,0,3,129,6,null
1556,778,7,88.33,0,2,5,0,0,null
1557,779,8,108.26,66.67,4,9,100,6,null
1558,779,1,98.21,50,2,6,121,3,null
1559,780,4,95.73,30.43,4,12,84,7,null
1560,780,23,91.33,35.71,3,12,64,5,null
1561,781,9,99.47,35,4,11,124,7,null
1562,781,8,97.62,33.33,5,11,120,4,null
1563,782,4,97.49,42.11,4,13,104,8,null
1564,782,9,98.04,44.44,2,10,116,4,null
1565,783,10,99.64,50,3,10,76,6,null
1566,783,121,86.25,10,3,6,40,1,null
1567,784,9,89.26,0,0,6,0,0,null
1568,784,91,93.94,60,1,6,118,6,null
1569,785,4,91.85,40,1,9,170,4,null
1570,785,208,86.40,42.86,1,8,97,6,null
1571,786,8,102.47,40,6,9,100,6,null
1572,786,209,74.65,18.18,1,2,80,2,null
1573,787,2,92.16,37.5,2,8,120,6,null
1574,787,144,73.75,16.67,0,4,40,1,null
1575,788,23,104.68,60,8,10,88,6,null
1576,788,55,84.38,40,1,4,96,2,null
1577,789,1,93.92,50,3,7,56,6,null
1578,789,104,86.08,40,1,6,127,4,null
1579,790,3,99.63,60,1,4,128,6,null
1580,790,112,90.33,50,2,4,76,1,null
1581,791,208,85.00,0,0,3,0,0,null
1582,791,10,93.94,42.86,2,6,121,6,null
1583,792,2,108.89,28.57,6,16,81,4,null
1584,792,23,105.88,54.55,0,15,108,6,null
1585,793,91,77.30,15.38,0,3,40,2,null
1586,793,1,90.26,40,3,7,80,6,null
1587,794,8,98.24,37.5,2,7,138,6,null
1588,794,3,93.94,42.86,1,6,121,3,null
1589,795,10,104.34,60,4,8,170,3,null
1590,795,23,102.00,63.64,6,12,110,7,null
1591,796,1,96.52,35,2,11,68,7,null
1592,796,8,90.13,33.33,2,6,40,2,null
1593,797,23,92.49,42.86,1,12,90,6,null
1594,797,1,99.14,33.33,4,14,142,8,null
1595,798,7,100.84,60,1,8,170,6,null
1596,798,198,94.43,33,1,5,95,1,null
1597,799,8,88.22,26.09,3,7,60,6,null
1598,799,79,85.93,17.65,1,5,56,3,null
1599,800,9,85.36,35.29,1,6,105,6,null
1600,800,210,81.09,20,2,5,40,2,null
1601,801,3,84.71,31.58,2,6,108,6,null
1602,801,225,82.69,30.77,1,3,84,4,null
1603,802,4,87.57,50,2,7,56,6,null
1604,802,150,88.82,21.43,2,8,85,3,null
1605,803,2,97.88,46.15,6,13,120,6,null
1606,803,75,97.58,44.44,2,9,89,4,null
1607,804,6,99.59,33.33,3,13,121,3,null
1608,804,34,100.31,75,2,7,116,6,null
1609,805,23,87.19,31.58,3,12,136,6,null
1610,805,87,87.19,40,0,6,68,4,null
1611,806,4,96.35,42.86,3,8,150,6,null
1612,806,34,95.16,35.71,1,9,110,5,null
1613,807,23,99.94,60,4,12,122,3,null
1614,807,2,104.88,50,3,9,170,6,null
1615,808,8,104.29,46.15,4,9,104,6,null
1616,808,7,97.42,18.18,4,8,20,2,null
1617,809,9,88.80,28.57,1,11,70,6,null
1618,809,3,92.90,22.22,2,10,56,4,null
1619,810,4,104.12,38.89,5,14,86,7,null
1620,810,2,100.09,30,4,13,170,3,null
1621,811,8,100.68,53.85,6,9,72,7,null
1622,811,9,96.28,75,2,6,123,3,null
1623,812,4,97.95,38.89,5,18,96,7,null
1624,812,8,103.12,40,6,14,137,8,null
1625,813,43,84.78,46.15,1,6,118,6,null
1626,813,211,81.59,50,0,4,100,3,null
1627,814,33,100.89,37.5,4,11,118,6,null
1628,814,212,92.37,62.5,3,7,113,5,null
1629,815,39,83.86,37.5,1,6,150,6,null
1630,815,213,82.71,25,0,3,60,3,null
1631,816,47,84.79,23.08,4,6,70,6,null
1632,816,150,83.39,29.41,4,11,32,5,null
1633,817,29,91.57,54.55,0,7,76,6,null
1634,817,79,91.05,28.57,0,5,60,2,null
1635,818,19,95.65,46.15,1,3,132,6,null
1636,818,62,90.60,22.22,1,6,75,2,null
1637,819,32,105.31,75,5,9,86,6,null
1638,819,63,87.06,66.67,0,5,85,2,null
1639,820,50,89.60,50,3,9,90,6,null
1640,820,48,87.25,25,3,7,40,3,null
1641,821,72,90.83,27.27,3,10,40,6,null
1642,821,214,88.97,18.18,3,7,94,2,null
1643,822,25,103.36,60,2,10,101,6,null
1644,822,41,100.09,14.29,1,6,68,1,null
1645,823,31,88.80,35.29,3,5,92,6,null
1646,823,215,83.86,16.67,2,5,40,2,null
1647,824,27,97.99,50,2,11,91,6,null
1648,824,38,90.89,40,3,7,85,4,null
1649,825,18,102.48,60,2,7,100,6,null
1650,825,192,82.75,0,1,3,0,0,null
1651,826,30,97.48,37.5,3,7,88,3,null
1652,826,92,98.50,37.5,4,10,64,6,null
1653,827,35,83.26,44.44,0,7,140,4,null
1654,827,71,91.40,46.15,1,9,114,6,null
1655,828,49,82.06,33.33,1,3,80,2,null
1656,828,34,93.13,37.5,0,3,60,6,null
1657,829,1,91.57,24,3,12,52,6,null
1658,829,43,94.56,45.45,3,9,81,5,null
1659,830,20,100.48,42.86,2,12,141,6,null
1660,830,33,91.79,30,3,4,58,3,null
1661,831,10,93.98,33.33,1,6,40,3,null
1662,831,39,93.92,33.33,4,6,76,6,null
1663,832,8,101.73,60,2,5,84,6,null
1664,832,47,87.24,16.67,0,6,126,1,null
1665,833,23,99.45,46.15,3,10,118,6,null
1666,833,29,90.49,33.33,0,6,76,4,null
1667,834,15,100.31,25,7,14,100,6,null
1668,834,19,88.86,50,1,6,114,3,null
1669,835,7,97.76,54.55,5,11,89,6,null
1670,835,32,85.32,30,2,7,160,3,null
1671,836,14,91.09,54.55,1,4,144,6,null
1672,836,50,86.77,0,0,2,0,0,null
1673,837,4,93.13,22.22,2,9,86,2,null
1674,837,72,100.72,46.15,4,7,120,6,null
1675,838,17,93.42,26.09,4,8,86,6,null
1676,838,25,90.00,42.86,0,6,56,3,null
1677,839,5,96.64,60,0,5,140,6,null
1678,839,31,87.74,16.67,2,7,57,1,null
1679,840,13,89.01,37.5,3,9,118,3,null
1680,840,27,93.04,46.15,2,9,68,6,null
1681,841,6,98.54,54.55,4,12,136,6,null
1682,841,18,96.21,57.14,2,6,167,4,null
1683,842,12,100.01,37.5,3,7,120,6,null
1684,842,92,95.73,16.67,2,4,66,1,null
1685,843,9,96.41,50,1,7,170,2,null
1686,843,71,98.48,60,1,8,106,6,null
1687,844,11,98.77,66.67,3,8,104,6,null
1688,844,34,90.10,40,4,6,48,2,null
1689,845,1,94.93,46.15,0,6,67,6,null
1690,845,20,77.47,0,0,2,0,0,null
1691,846,39,95.10,22.73,1,14,35,5,null
1692,846,8,95.75,60,3,7,119,6,null
1693,847,23,90.96,12.5,2,9,95,2,null
1694,847,15,98.50,46.15,3,7,83,6,null
1695,848,7,93.44,60,4,8,124,6,null
1696,848,14,98.30,42.86,1,10,121,3,null
1697,849,72,88.36,40,4,8,88,4,null
1698,849,17,96.06,50,2,12,124,6,null
1699,850,5,95.76,40,2,12,90,6,null
1700,850,27,91.46,41.67,1,11,71,5,null
1701,851,6,106.90,75,5,9,132,6,null
1702,851,12,104.55,66.67,3,9,28,2,null
1703,852,71,103.97,42.86,1,10,91,3,null
1704,852,11,100.96,60,3,7,110,6,null
1705,853,1,90.37,50,1,6,78,3,null
1706,853,8,102.55,50,4,8,115,6,null
1707,854,15,98.53,20,2,10,24,1,null
1708,854,7,102.24,85.71,1,6,136,6,null
1709,855,17,98.75,30,2,7,89,3,null
1710,855,5,93.90,50,2,6,74,6,null
1711,856,6,103.20,33.33,3,9,46,1,null
1712,856,11,108.03,75,3,9,116,6,null
1713,857,8,101.96,43.75,4,11,78,7,null
1714,857,7,101.38,60,4,8,66,3,null
1715,858,5,89.54,16.67,0,4,87,1,null
1716,858,11,95.31,70,3,8,114,7,null
1717,859,8,91.92,24.24,3,10,40,8,null
1718,859,11,89.80,21.43,3,8,125,3,null
1719,860,5,104.44,66.67,3,16,65,10,null
1720,860,30,95.76,75,3,12,140,3,null
1721,861,15,96.44,37.04,5,15,104,10,null
1722,861,33,81.35,50,3,7,76,2,null
1723,862,1,95.69,28.57,3,18,146,8,null
1724,862,18,98.45,40,8,18,73,10,null
1725,863,23,98.88,28.57,8,18,121,6,null
1726,863,39,101.72,71.43,8,17,76,10,null
1727,864,10,100.03,55.56,8,23,130,10,null
1728,864,26,101.82,50,10,23,104,12,null
1729,865,9,96.10,47.06,5,10,128,8,null
1730,865,32,95.33,45.45,8,12,137,10,null
1731,866,16,93.10,53.33,4,14,93,8,null
1732,866,25,91.81,34.48,4,19,138,10,null
1733,867,13,91.87,28,5,18,118,7,null
1734,867,19,93.01,55.56,5,16,148,10,null
1735,868,11,98.02,66.67,2,12,101,10,null
1736,868,31,94.11,41.67,6,11,167,5,null
1737,869,6,99.60,41.67,8,16,108,10,null
1738,869,17,103.45,50,6,17,88,7,null
1739,870,2,108.92,52.63,5,17,126,10,null
1740,870,20,98.63,33.33,3,11,40,2,null
1741,871,4,98.00,35.71,10,24,102,10,null
1742,871,24,93.71,44.44,4,14,116,8,null
1743,872,7,90.95,30.3,6,13,122,10,null
1744,872,29,83.22,31.25,0,13,122,5,null
1745,873,8,100.21,66.67,6,16,114,10,null
1746,873,27,98.46,58.33,4,18,150,7,null
1747,874,3,91.84,31.25,5,15,89,10,null
1748,874,35,87.10,35.29,3,10,80,6,null
1749,875,14,94.88,50,7,10,91,5,null
1750,875,12,104.32,45.45,4,17,167,10,null
1751,876,18,94.94,44,4,18,150,11,null
1752,876,15,94.59,33.33,4,15,112,5,null
1753,877,39,94.78,71.43,3,14,121,5,null
1754,877,5,102.53,64.71,5,15,126,11,null
1755,878,4,92.71,27.91,8,22,118,12,null
1756,878,11,91.70,25.64,7,22,76,10,null
1757,879,6,93.41,36.67,9,21,81,11,null
1758,879,19,92.62,42.11,5,12,130,8,null
1759,880,26,100.50,52.38,6,23,103,11,null
1760,880,32,93.78,33.33,4,14,70,5,null
1761,881,7,96.50,27.27,1,11,141,3,null
1762,881,8,108.73,73.33,8,16,146,11,null
1763,882,2,99.28,31.71,9,24,120,13,null
